severity,issue_type,product_id,product_name,variant_id,color,size,current_value,suggested_value,safe_auto_fix_candidate,requires_manual_decision,recommended_action,notes
"critical","Missing price source","9","ASICS Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"critical","Duplicate slugs","10","QA Test Product","","","","slug=qa-test-product","qa-test-product-p10","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 10. DB slug: qa-test-product. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","25","Adidas Terrex X Goretex-2","","","","slug=adidas-terrex-x-goretex-2-white-black","adidas-terrex-x-goretex-2-white-black-p25","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 25. DB slug: adidas-terrex-x-goretex-2-white-black. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Available with zero stock","25","Adidas Terrex X Goretex-2","","","","stock=0; status=active; is_active=true","","false","true","mark unavailable or update stock","Product is active but has no stock. Keep AI from treating it as sellable until stock is reconciled."
"critical","Missing price source","25","Adidas Terrex X Goretex-2","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"critical","Duplicate slugs","26","شراب","","","","slug=شراب","شراب-p26","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 26. DB slug: شراب. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","27","Nike White and Black Casual Sneakers","","","","slug=nike-white-black-sneakers-men","nike-white-black-sneakers-men-p27","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 27. DB slug: nike-white-black-sneakers-men. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Missing price source","27","Nike White and Black Casual Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"critical","Duplicate slugs","28","Nike White and Black Casual Sneakers Copy","","","","slug=nike-white-and-black-casual-sneakers-copy","nike-white-and-black-casual-sneakers-copy-p28","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 28. DB slug: nike-white-and-black-casual-sneakers-copy. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Missing price source","28","Nike White and Black Casual Sneakers Copy","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"critical","Duplicate slugs","29","Nike White and Black Casual Sneakers Copy Copy","","","","slug=nike-white-and-black-casual-sneakers-copy-copy","nike-white-and-black-casual-sneakers-copy-copy-p29","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 29. DB slug: nike-white-and-black-casual-sneakers-copy-copy. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","31","QA Treasury Incoming 1779568419544","","","","slug=qa-treasury-incoming-1779568419544","qa-treasury-incoming-1779568419544-p31","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 31. DB slug: qa-treasury-incoming-1779568419544. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","32","QA Order Items Live 1780084726569","","","","slug=qa-order-items-live-1780084726569","qa-order-items-live-1780084726569-p32","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 32. DB slug: qa-order-items-live-1780084726569. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","33","QA Order Items Live 1780084816245","","","","slug=qa-order-items-live-1780084816245","qa-order-items-live-1780084816245-p33","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 33. DB slug: qa-order-items-live-1780084816245. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","34","QA AI Order Items Live 1780084816245","","","","slug=qa-ai-order-items-live-1780084816245","qa-ai-order-items-live-1780084816245-p34","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 34. DB slug: qa-ai-order-items-live-1780084816245. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","35","Edit Due Test 1780090465911-99171","","","","slug=edit-due-test-1780090465911-99171","edit-due-test-1780090465911-99171-p35","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 35. DB slug: edit-due-test-1780090465911-99171. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Available with zero stock","35","Edit Due Test 1780090465911-99171","","","","stock=100; status=active; is_active=true","","false","true","mark unavailable or update stock","Product is active but has no stock. Keep AI from treating it as sellable until stock is reconciled."
"critical","Duplicate slugs","37","Edit Due Test 1780090682992-14020","","","","slug=edit-due-test-1780090682992-14020","edit-due-test-1780090682992-14020-p37","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 37. DB slug: edit-due-test-1780090682992-14020. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","38","Edit Due Test 1780090683254-91403","","","","slug=edit-due-test-1780090683254-91403","edit-due-test-1780090683254-91403-p38","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 38. DB slug: edit-due-test-1780090683254-91403. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","39","Edit Due Test 1780090683323-8217","","","","slug=edit-due-test-1780090683323-8217","edit-due-test-1780090683323-8217-p39","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 39. DB slug: edit-due-test-1780090683323-8217. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","40","Purchase Save Perf 1780107202476-8676-1","","","","slug=purchase-save-perf-1780107202476-8676-1","purchase-save-perf-1780107202476-8676-1-p40","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 40. DB slug: purchase-save-perf-1780107202476-8676-1. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","41","Purchase Save Perf 1780107202476-8676-2","","","","slug=purchase-save-perf-1780107202476-8676-2","purchase-save-perf-1780107202476-8676-2-p41","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 41. DB slug: purchase-save-perf-1780107202476-8676-2. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","42","Purchase Save Perf 1780107202476-8676-3","","","","slug=purchase-save-perf-1780107202476-8676-3","purchase-save-perf-1780107202476-8676-3-p42","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 42. DB slug: purchase-save-perf-1780107202476-8676-3. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","43","Purchase Save Perf 1780107202476-8676-4","","","","slug=purchase-save-perf-1780107202476-8676-4","purchase-save-perf-1780107202476-8676-4-p43","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 43. DB slug: purchase-save-perf-1780107202476-8676-4. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","44","Purchase Save Perf 1780107202476-8676-5","","","","slug=purchase-save-perf-1780107202476-8676-5","purchase-save-perf-1780107202476-8676-5-p44","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 44. DB slug: purchase-save-perf-1780107202476-8676-5. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","45","Purchase Save Perf 1780107245420-69402-1","","","","slug=purchase-save-perf-1780107245420-69402-1","purchase-save-perf-1780107245420-69402-1-p45","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 45. DB slug: purchase-save-perf-1780107245420-69402-1. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","46","Purchase Save Perf 1780107245420-69402-2","","","","slug=purchase-save-perf-1780107245420-69402-2","purchase-save-perf-1780107245420-69402-2-p46","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 46. DB slug: purchase-save-perf-1780107245420-69402-2. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","47","Purchase Save Perf 1780107245420-69402-3","","","","slug=purchase-save-perf-1780107245420-69402-3","purchase-save-perf-1780107245420-69402-3-p47","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 47. DB slug: purchase-save-perf-1780107245420-69402-3. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","48","Purchase Save Perf 1780107245420-69402-4","","","","slug=purchase-save-perf-1780107245420-69402-4","purchase-save-perf-1780107245420-69402-4-p48","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 48. DB slug: purchase-save-perf-1780107245420-69402-4. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","49","Purchase Save Perf 1780107245420-69402-5","","","","slug=purchase-save-perf-1780107245420-69402-5","purchase-save-perf-1780107245420-69402-5-p49","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 49. DB slug: purchase-save-perf-1780107245420-69402-5. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","50","Purchase Save Perf 1780107399735-19711-1","","","","slug=purchase-save-perf-1780107399735-19711-1","purchase-save-perf-1780107399735-19711-1-p50","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 50. DB slug: purchase-save-perf-1780107399735-19711-1. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","51","Purchase Save Perf 1780107399735-19711-2","","","","slug=purchase-save-perf-1780107399735-19711-2","purchase-save-perf-1780107399735-19711-2-p51","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 51. DB slug: purchase-save-perf-1780107399735-19711-2. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","52","Purchase Save Perf 1780107399735-19711-3","","","","slug=purchase-save-perf-1780107399735-19711-3","purchase-save-perf-1780107399735-19711-3-p52","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 52. DB slug: purchase-save-perf-1780107399735-19711-3. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","53","Purchase Save Perf 1780107399735-19711-4","","","","slug=purchase-save-perf-1780107399735-19711-4","purchase-save-perf-1780107399735-19711-4-p53","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 53. DB slug: purchase-save-perf-1780107399735-19711-4. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","54","Purchase Save Perf 1780107399735-19711-5","","","","slug=purchase-save-perf-1780107399735-19711-5","purchase-save-perf-1780107399735-19711-5-p54","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 54. DB slug: purchase-save-perf-1780107399735-19711-5. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","55","Purchase Save Perf 1780107627699-17428-1","","","","slug=purchase-save-perf-1780107627699-17428-1","purchase-save-perf-1780107627699-17428-1-p55","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 55. DB slug: purchase-save-perf-1780107627699-17428-1. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","56","Purchase Save Perf 1780107627699-17428-2","","","","slug=purchase-save-perf-1780107627699-17428-2","purchase-save-perf-1780107627699-17428-2-p56","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 56. DB slug: purchase-save-perf-1780107627699-17428-2. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","57","Purchase Save Perf 1780107627699-17428-3","","","","slug=purchase-save-perf-1780107627699-17428-3","purchase-save-perf-1780107627699-17428-3-p57","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 57. DB slug: purchase-save-perf-1780107627699-17428-3. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","58","Purchase Save Perf 1780107627699-17428-4","","","","slug=purchase-save-perf-1780107627699-17428-4","purchase-save-perf-1780107627699-17428-4-p58","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 58. DB slug: purchase-save-perf-1780107627699-17428-4. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","59","Purchase Save Perf 1780107627699-17428-5","","","","slug=purchase-save-perf-1780107627699-17428-5","purchase-save-perf-1780107627699-17428-5-p59","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 59. DB slug: purchase-save-perf-1780107627699-17428-5. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Duplicate slugs","60","Jordan 4","","","","slug=jordan-4","jordan-4-p60","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 60. DB slug: jordan-4. Canonical proposal: keep primary slug and append product id for duplicates."
"critical","Missing price source","60","Jordan 4","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"critical","Duplicate slugs","64","Adidas Terrex X Goretex-2 نسخة","","","","slug=adidas-terrex-x-goretex-2","adidas-terrex-x-goretex-2-p64","false","true","review and assign canonical slug with redirect plan","Public URL risk. Redirects required after manual approval. Affected products: 4, 64. DB slug: adidas-terrex-x-goretex-2. Canonical proposal: keep primary slug and append product id for duplicates."
"medium","Missing Arabic search keywords","1","Nike Air Jordan 4","","","","{""seo_keywords"":""grey black sneakers, men's casual shoes, Nike Air Jordan 4""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Search discoverability failures","1","Nike Air Jordan 4","","","","{""best_self_score"":10,""queries"":[""Nike Air Jordan 4"",""Nike Nike Air Jordan 4"",""nike-air-jordan-4"",""NK-J4-M-MIR"",""Nike sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","1","Nike Air Jordan 4","","","","{""best_self_score"":10,""queries"":[""Nike Air Jordan 4"",""Nike Nike Air Jordan 4"",""nike-air-jordan-4"",""NK-J4-M-MIR"",""Nike sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing Arabic search keywords","2","Adidas Black White Running Sneakers for Men","","","","{""seo_keywords"":""white black running sneakers, Adidas casual shoes, men's athletic footwear""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Stock inconsistencies","2","Adidas Black White Running Sneakers for Men","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Variant stock gaps","2","Adidas Black White Running Sneakers for Men","27","Black & Gray","42","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","2","Adidas Black White Running Sneakers for Men","28","Black & Gray","43","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","2","Adidas Black White Running Sneakers for Men","29","Black & Gray","44","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","2","Adidas Black White Running Sneakers for Men","30","Black & Gray","45","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","31","White & Black","41","article_code=nk-j4-m-mir-2-blk-41-2","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","31","White & Black","41","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","32","White & Black","42","article_code=nk-j4-m-mir-2-blk-42-2","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","32","White & Black","42","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","33","White & Black","43","article_code=nk-j4-m-mir-2-blk-43-2","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","33","White & Black","43","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","34","White & Black","44","article_code=nk-j4-m-mir-2-blk-44-2","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","34","White & Black","44","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","35","White & Black","45","article_code=nk-j4-m-mir-2-blk-45-2","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","35","White & Black","45","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","36","Black","41","article_code=nk-j4-m-mir-2-blk-41-3","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","36","Black","41","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","37","Black","42","article_code=nk-j4-m-mir-2-blk-42-3","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","37","Black","42","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","38","Black","43","article_code=nk-j4-m-mir-2-blk-43-3","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","38","Black","43","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","39","Black","44","article_code=nk-j4-m-mir-2-blk-44-3","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","39","Black","44","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","40","Black","45","article_code=nk-j4-m-mir-2-blk-45-3","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","40","Black","45","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","41","Grey","41","article_code=nk-j4-m-mir-2-gry-41","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","41","Grey","41","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","42","Grey","42","article_code=nk-j4-m-mir-2-gry-42","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","42","Grey","42","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","43","Grey","43","article_code=nk-j4-m-mir-2-gry-43","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","43","Grey","43","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","44","Grey","44","article_code=nk-j4-m-mir-2-gry-44","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","44","Grey","44","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","45","Grey","45","article_code=nk-j4-m-mir-2-gry-45","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","45","Grey","45","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","46","White & Burgandy","41","article_code=nk-j4-m-mir-2-wht-41","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","46","White & Burgandy","41","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","47","White & Burgandy","42","article_code=nk-j4-m-mir-2-wht-42","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","47","White & Burgandy","42","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","48","White & Burgandy","43","article_code=nk-j4-m-mir-2-wht-43","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","48","White & Burgandy","43","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","49","White & Burgandy","44","article_code=nk-j4-m-mir-2-wht-44","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","49","White & Burgandy","44","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Duplicate article codes","2","Adidas Black White Running Sneakers for Men","50","White & Burgandy","45","article_code=nk-j4-m-mir-2-wht-45","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing variant images","2","Adidas Black White Running Sneakers for Men","50","White & Burgandy","45","variant image missing","use product main image fallback","false","true","upload/fix variant image or approve fallback","Fallback possible only with business approval; do not mutate the image record automatically."
"medium","Missing Arabic search keywords","4","Adidas Terrex X Goretex-2 Sneakers","","","","{""seo_keywords"":""Adidas Terrex sneakers, men's outdoor shoes, black white hiking sneakers, Adidas Goretex footwear""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Search discoverability failures","4","Adidas Terrex X Goretex-2 Sneakers","","","","{""best_self_score"":60,""queries"":[""Adidas Terrex X Goretex-2 Sneakers"",""Nike Adidas Terrex X Goretex-2 Sneakers"",""nike-nike-air-jordan-4-copy"",""adidas-terrex-x-goretex-2"",""NK-M-MIR""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","4","Adidas Terrex X Goretex-2 Sneakers","","","","{""best_self_score"":60,""queries"":[""Adidas Terrex X Goretex-2 Sneakers"",""Nike Adidas Terrex X Goretex-2 Sneakers"",""nike-nike-air-jordan-4-copy"",""adidas-terrex-x-goretex-2"",""NK-M-MIR""]}","","false","true","improve aliases and keyword coverage","Manual review required."
